,Name,Type,FrequentWord
17,Harris Teeter,"Shops, stores and markets","[('store', 10), ('bar', 9), ('teeter', 8), ('harris', 7), ('like', 5), ('staff', 4), ('food', 4), ('items', 4), ('love', 4), ('ht', 4), ('clean', 4), ('chain', 3), ('asian', 3), ('deli', 3), ('nice', 3)]"
18,The Home Depot,"Shops, stores and markets","[('home', 12), ('depot', 12), ('store', 9), ('help', 7), ('paint', 5), ('better', 4), ('like', 4), ('wait', 4), ('minutes', 4), ('helped', 4), ('overall', 3), ('know', 3), ('helpful', 3), ('bought', 3), ('set', 3)]"
19,Oak Street Mill,"Shops, stores and markets","[('old', 5), ('antiques', 5), ('good', 4), ('like', 4), ('antique', 4), ('look', 4), ('friendly', 4), ('booth', 3), ('items', 3), ('floors', 3), ('area', 3), ('music', 3), ('booths', 3), ('walk', 2), ('stuff', 2)]"
20,We Handle Tech,IT services,"[('computer', 6), ('old', 3), ('great', 3), ('took', 3), ('ready', 3), ('time', 3), ('thanks', 2), ('button', 2), ('travis', 2), ('new', 2), ('job', 2), ('fixed', 2), (""i'm"", 2), ('working', 2), ('ipad', 2)]"
21,Lucky Dog Bark & Brew,Pet services,"[('dog', 62), ('dogs', 35), ('great', 27), ('area', 27), ('bar', 22), ('staff', 18), ('play', 17), ('beer', 17), ('time', 17), ('love', 16), ('outside', 16), ('lucky', 14), ('good', 12), ('food', 11), ('outdoor', 11)]"
22,Animal Hospital of Cornelius,Pet services,"[('vet', 6), ('animal', 5), ('time', 5), ('emergency', 4), ('dr', 4), ('called', 4), ('cornelius', 3), ('staff', 3), ('went', 3), ('times', 3), ('hospital', 3), ('lexi', 3), (""i've"", 3), ('kevin', 3), ('years', 2)]"
23,PetSmart,Pet services,"[('store', 11), ('food', 4), ('pet', 4), ('small', 4), ('grooming', 4), ('dog', 4), ('staff', 3), ('location', 3), ('smaller', 3), ('cat', 3), ('new', 3), ('use', 3), ('typical', 3), ('selection', 2), ('milo', 2)]"
24,Lake Norman Chrysler Jeep Dodge Ram,Automobile parts and supplies,"[('car', 57), ('service', 35), ('dealership', 29), ('jeep', 28), ('said', 22), ('time', 22), ('new', 17), ('tires', 16), ('seat', 16), ('chrysler', 14), ('oil', 13), ('told', 12), ('vehicle', 12), ('way', 12), ('fix', 12)]"
25,Griffin Brothers Tires Wheels & Auto Repair,Automobile parts and supplies,"[('car', 16), ('service', 13), ('time', 9), ('tires', 7), ('business', 6), ('griffin', 5), ('appointment', 5), ('change', 5), ('great', 5), ('oil', 5), ('needed', 5), ('need', 5), ('called', 5), ('dealer', 5), ('waiting', 4)]"
26,Jetton Park,Health and fitness services,"[('park', 48), ('nice', 23), ('area', 18), ('lake', 17), ('great', 13), ('picnic', 13), ('trail', 12), ('beautiful', 12), ('playground', 12), ('kids', 10), ('beach', 10), ('family', 10), ('areas', 9), ('trails', 8), ('little', 8)]"
27,Ramsey Creek Park,Health and fitness services,"[('park', 23), ('lake', 16), ('area', 11), ('great', 9), ('beach', 9), ('dog', 9), ('water', 8), ('dogs', 8), ('nice', 8), ('public', 7), ('beautiful', 7), ('come', 6), ('boat', 6), (""don't"", 5), ('people', 5)]"
28,Bailey Road Park,Health and fitness services,"[('golf', 4), ('disc', 4), ('lighted', 4), ('courts', 4), ('walking', 3), ('fields', 3), ('great', 3), ('park', 3), ('holes', 3), ('time', 3), ('course', 2), ('soccer', 2), ('areas', 2), ('sure', 2), ('saturday', 2)]"
29,FiFi's Fine Resale,Clothing,"[('clothes', 14), (""fifi's"", 13), ('items', 12), ('great', 11), ('good', 10), ('consignment', 9), ('store', 8), ('brand', 6), ('time', 6), ('condition', 5), ('did', 4), ('new', 4), ('love', 4), ('end', 4), ('shoes', 4)]"
30,Lebo's,Clothing,"[('boots', 7), ('cowboy', 3), ('size', 3), ('amazing', 3), ('clearance', 3), (""lebo's"", 2), ('location', 2), ('courtney', 2), ('button-downs', 2), ('helpful', 2), ('told', 2), ('super', 2), ('great', 2), ('asked', 2), (""couldn't"", 2)]"
31,Stein Mart,Clothing,"[('store', 5), ('purchase', 4), ('time', 4), ('price', 3), ('stores', 2), ('stein', 2), ('cheaper', 2), ('like', 2), ('deal', 2), ('idea', 2), ('attire', 2), ('new', 2), ('great', 2), ('daughter', 2), ('pick', 2)]"
32,Wher-rena Boatland,Automobile dealers,"[('dealer', 3), ('boat', 2), ('price', 2), ('control', 1), ('raised', 1), ('talked', 1), ('bait', 1), ('quoted', 1), ('classic', 1), ('ran', 1), ('money', 1), ('sign', 1), ('ramp', 1), ('advertised', 1), ('trust', 1)]"
33,Sud's N Shine,handyman services,"[('wash', 5), ('area', 4), ('handwashing', 4), ('car', 3), ('want', 2), ('""beep', 2), ('automated', 2), ('min', 2), ('point', 1), ('best', 1), ('house', 1), ('pro', 1), ('lack', 1), ('vary', 1), ('number', 1)]"
34,Carolina Springs Autospa,handyman services,"[('car', 22), ('left', 8), ('did', 7), ('wash', 7), ('monthly', 6), ('windows', 6), ('waiting', 5), ('going', 5), ('inside', 5), ('cleaned', 5), ('clean', 5), ('auto', 4), ('day', 4), ('home', 4), ('mats', 4)]"
35,The UPS Store,handyman services,"[('service', 11), ('store', 7), ('time', 6), ('help', 5), ('seller', 5), ('joe', 5), ('owner', 5), ('neil', 4), ('business', 4), ('customer', 4), ('services', 4), (""don't"", 3), ('cornelius', 3), ('staff', 3), ('better', 3)]"
