,Name,Type,FrequentWord
24,Wilkinson Animal Hospital,Pet services,"[('area', 3), ('traditional', 3), ('staff', 2), ('vet', 2), ('holistic', 2), ('animal', 2), ('bad', 2), ('vets', 2), ('experience', 2), (""i'm"", 2), ('wonderful', 2), ('wilkinson', 2), ('happy', 2), ('money', 1), ('results', 1)]"
25,NTB,Automobile parts and supplies,"[('tires', 4), (""i've"", 4), ('tire', 3), ('appointment', 3), ('great', 3), ('service', 3), ('checked', 3), ('make', 3), ('time', 3), ('location', 2), ('2', 2), ('did', 2), ('right', 2), ('best', 2), ('bonk', 2)]"
26,Distinct Beat,Automobile parts and supplies,"[('awesome', 3), ('great', 3), ('tinted', 2), ('recommend', 2), ('customer', 2), ('windows', 2), ('products', 2), ('ive', 1), ('vehicles', 1), ('money', 1), ('fair', 1), ('professionally', 1), ('knowledgeable', 1), ('excellent', 1), ('byron', 1)]"
27,Toyota of Gastonia,Automobile parts and supplies,"[('car', 24), ('toyota', 19), ('service', 18), ('dealership', 15), ('simmons', 12), ('gastonia', 11), ('manager', 10), ('did', 10), ('brian', 10), ('customer', 9), ('price', 9), ('buying', 8), ('experience', 7), ('dealerships', 7), ('tacoma', 7)]"
28,Kate's Skating Rink,Health and fitness services,"[('rink', 6), ('skating', 6), ('fun', 6), ('good', 6), ('time', 6), ('friendly', 5), ('new', 5), ('kids', 5), ('kates', 5), ('skates', 5), ('family', 4), ('pizza', 4), ('clean', 4), ('party', 4), ('like', 4)]"
29,Monkey Joe's - Gastonia,Health and fitness services,"[('kids', 13), ('party', 9), ('great', 5), ('good', 5), ('parents', 4), ('birthday', 4), ('big', 3), ('like', 3), ('free', 3), ('cake', 3), ('think', 3), ('little', 3), ('room', 3), ('value', 3), ('fun', 3)]"
30,George Poston Park,Health and fitness services,"[('park', 12), ('dog', 11), ('dogs', 5), ('areas', 4), ('trails', 4), ('fenced', 3), ('soccer', 3), ('early', 3), ('parking', 3), ('baseball', 3), ('love', 3), ('area', 3), ('drive', 3), ('nice', 3), ('evening', 2)]"
31,Kohl's,Clothing,"[('staff', 6), ('good', 6), ('store', 5), ('does', 4), ('sure', 4), ('prices', 4), ('sales', 4), (""kohl's"", 4), ('price', 4), ('discounts', 3), ('items', 3), (""i'm"", 3), ('sale', 3), ('discounted', 3), (""you'll"", 3)]"
32,TJ Maxx,Clothing,"[('love', 4), ('time', 4), ('shop', 3), ('nice', 3), ('great', 3), (""don't"", 2), ('good', 2), ('clothes', 2), ('insane', 1), ('selection', 1), ('picked', 1), ('mind', 1), ('negative', 1), ('watch', 1), ('carry', 1)]"
33,Poffie Girls Bridals & Formals,Clothing,"[('dress', 42), ('dresses', 18), ('poffie', 13), ('girls', 12), ('bridal', 12), ('time', 11), ('great', 10), ('experience', 10), ('store', 10), ('wedding', 10), ('like', 9), ('appointment', 8), ('consultant', 8), (""didn't"", 7), ('said', 7)]"
34,CarMax,Automobile dealers,"[('car', 27), ('carmax', 7), ('used', 7), ('purchase', 6), ('buy', 6), ('help', 5), ('like', 5), (""didn't"", 4), ('end', 4), ('damage', 4), ('looking', 4), ('wanted', 4), ('knew', 4), ('staff', 4), ('said', 4)]"
35,U-Haul,Automobile dealers,"[('worst', 3), ('truck', 3), ('return', 2), ('possible', 2), ('people', 2), ('dealing', 2), ('attendant', 2), ('great', 2), ('prior', 2), ('rented', 2), ('van', 2), ('vehicle', 2), ('inside', 2), ('u-haul', 2), ('moving', 2)]"
36,Mckenney-Salinas Honda,Automobile dealers,"[('honda', 11), ('car', 9), ('experience', 8), ('sales', 6), ('purchase', 6), ('dealership', 5), ('told', 5), ('service', 5), ('used', 5), ('does', 4), ('good', 4), ('honest', 4), ('mckenney-salinas', 4), ('right', 4), ('tags', 4)]"
37,Sapphire Bay Car Wash,handyman services,"[('wash', 14), ('car', 11), ('new', 5), ('basic', 5), ('worth', 4), ('like', 4), ('lots', 4), ('add', 3), ('vacuum', 3), ('did', 3), ('free', 3), ('service', 3), ('vacuums', 3), ('wax', 3), ('places', 3)]"
38,Best Buy,handyman services,"[('store', 13), ('help', 6), ('like', 6), ('phone', 6), ('buy', 6), ('good', 5), ('time', 5), ('experience', 4), ('lighting', 4), ('better', 4), ('went', 4), ('dishwasher', 4), ('new', 4), ('best', 4), (""i'm"", 4)]"
39,Autobell Car Wash,handyman services,"[('car', 9), (""i'm"", 6), (""wasn't"", 6), ('like', 5), ('dirt', 5), ('cars', 4), ('wash', 4), (""don't"", 3), ('know', 3), ('sure', 3), ('receive', 3), ('employees', 3), ('spots', 3), ('happy', 3), ('nice', 3)]"
